AR,Gap (%),Overlap (%),Flap_deg,AoA_deg,CL,CD,L/D,Stalled,Slot_eff,CL_main,CL_flap,CD_induced,CD_profile
8.5,4.0,6.0,20,8,1.7114199720423615,0.1986246327776085,8.616353108421176,False,0.6255107433537453,1.0816909964136534,0.629728975628708,0.13376131846496195,0.05566767162891588
8.5,4.0,6.0,20,10,1.8818427211457749,0.249108120585337,7.554321058357918,False,0.6255107433537453,1.2521137455170668,0.629728975628708,0.16172754583852222,0.0781849320630841
8.5,4.0,6.0,20,12,2.0522654702491883,0.3072482316412274,6.679502952015721,False,0.6255107433537453,1.4225364946204802,0.629728975628708,0.19234656080820706,0.1057060281492897
8.5,4.0,6.0,20,14,2.2226882193526016,0.3730449659452798,5.958231372243305,False,0.6255107433537453,1.5929592437238935,0.629728975628708,0.22561836337401642,0.1382309598875327
8.5,4.0,6.0,20,16,2.393110968456015,0.446498323497494,5.359731140109076,False,0.6255107433537453,1.763381992827307,0.629728975628708,0.2615429535359503,0.17575972727781305
8.5,4.0,6.0,25,8,1.859817578258116,0.22378683119626813,8.310665861419688,False,0.6255107433537453,1.0816909964136534,0.7781265818444628,0.15796397201129345,0.05566767162891588
8.5,4.0,6.0,25,10,2.0302403273615295,0.2765802648952277,7.340510459524694,False,0.6255107433537453,1.2521137455170668,0.7781265818444628,0.1882401452760848,0.0781849320630841
8.5,4.0,6.0,25,12,2.200663076464943,0.33703032184234916,6.529569993688387,False,0.6255107433537453,1.4225364946204802,0.7781265818444628,0.22116910613700064,0.1057060281492897
8.5,4.0,6.0,25,14,2.3710858255683562,0.4051370020376325,5.852553120655491,False,0.6255107433537453,1.5929592437238935,0.7781265818444628,0.256750854594041,0.1382309598875327
8.5,4.0,6.0,25,16,2.5415085746717696,0.4809003054810778,5.28489698531034,False,0.6255107433537453,1.763381992827307,0.7781265818444628,0.29498539064720597,0.17575972727781305
8.5,4.0,6.0,30,8,1.5419920838770058,0.29558358707319965,5.21677167242422,True,0.6255107433537453,1.0816909964136534,0.46030108746335247,0.10858795082204617,0.05566767162891588
8.5,4.0,6.0,30,10,1.7124148329804192,0.3434297732147645,4.986215426085255,True,0.6255107433537453,1.2521137455170668,0.46030108746335247,0.13391687652944276,0.0781849320630841
8.5,4.0,6.0,30,12,1.8828375820838326,0.39893258260449116,4.719688649624569,True,0.6255107433537453,1.4225364946204802,0.46030108746335247,0.16189858983296387,0.1057060281492897
8.5,4.0,6.0,30,14,2.053260331187246,0.46209201524237986,4.443401451354347,True,0.6255107433537453,1.5929592437238935,0.46030108746335247,0.19253309073260952,0.1382309598875327
8.5,4.0,6.0,30,16,2.2236830802906593,0.5329080711284304,4.172732973591525,True,0.6255107433537453,1.763381992827307,0.46030108746335247,0.2258203792283797,0.17575972727781305
8.5,4.0,6.0,35,8,1.6097267112051352,0.3067189439702066,5.248214180606651,True,0.6255107433537453,1.0816909964136534,0.5280357147914818,0.11833729845902358,0.05566767162891588
8.5,4.0,6.0,35,10,1.7801494603085486,0.35561948218712225,5.005770351388841,True,0.6255107433537453,1.2521137455170668,0.5280357147914818,0.144720576241771,0.0781849320630841
8.5,4.0,6.0,35,12,1.950572209411962,0.4121766436521998,4.732369578558364,True,0.6255107433537453,1.4225364946204802,0.5280357147914818,0.17375664162064297,0.1057060281492897
8.5,4.0,6.0,35,14,2.120994958515375,0.47639042836543927,4.452219927660593,True,0.6255107433537453,1.5929592437238935,0.5280357147914818,0.20544549459563943,0.1382309598875327
8.5,4.0,6.0,35,16,2.2914177076187885,0.5482608363268406,4.179429854903553,True,0.6255107433537453,1.763381992827307,0.5280357147914818,0.23978713516676048,0.17575972727781305
8.5,4.0,8.0,20,8,1.7157106237457516,0.19874155988611478,8.632872886420476,False,0.6532413399041325,1.0816909964136534,0.6340196273320983,0.13443285750447598,0.05566767162891588
8.5,4.0,8.0,20,10,1.886133372849165,0.24929183565306778,7.565965278839063,False,0.6532413399041325,1.2521137455170668,0.6340196273320983,0.16246587283726074,0.0781849320630841
8.5,4.0,8.0,20,12,2.0565561219525783,0.30749873466818267,6.688014908977682,False,0.6532413399041325,1.4225364946204802,0.6340196273320983,0.19315167576617004,0.1057060281492897
8.5,4.0,8.0,20,14,2.2269788710559917,0.3733622569314595,5.964659870440017,False,0.6532413399041325,1.5929592437238935,0.6340196273320983,0.22649026629120386,0.1382309598875327
8.5,4.0,8.0,20,16,2.397401620159405,0.44688240244289823,5.364725948155321,False,0.6532413399041325,1.763381992827307,0.6340196273320983,0.26248164441236227,0.17575972727781305
8.5,4.0,8.0,25,8,1.8651193354791666,0.22413411453184548,8.321443343753751,False,0.6532413399041325,1.0816909964136534,0.7834283390655133,0.15886586727787855,0.05566767162891588
8.5,4.0,8.0,25,10,2.03554208458258,0.27701007498188523,7.348260111895541,False,0.6532413399041325,1.2521137455170668,0.7834283390655133,0.1892245672937501,0.0781849320630841
8.5,4.0,8.0,25,12,2.2059648336859934,0.3375426586800869,6.535366055099845,False,0.6532413399041325,1.4225364946204802,0.7834283390655133,0.2222360549057462,0.1057060281492897
8.5,4.0,8.0,25,14,2.3763875827894068,0.4057318656264506,5.85703954783108,False,0.6532413399041325,1.5929592437238935,0.7834283390655133,0.2579003301138668,0.1382309598875327
8.5,4.0,8.0,25,16,2.54681033189282,0.4815776958209761,5.2884723565760465,False,0.6532413399041325,1.763381992827307,0.7834283390655133,0.296217392918112,0.17575972727781305
8.5,4.0,8.0,30,8,1.5451283404594909,0.2954711382520385,5.22937146957984,True,0.6532413399041325,1.0816909964136534,0.4634373440458374,0.10903011393189274,0.05566767162891588
8.5,4.0,8.0,30,10,1.7155510895629043,0.34336614312586794,4.996273289920823,True,0.6532413399041325,1.2521137455170668,0.4634373440458374,0.13440785837155395,0.0781849320630841
8.5,4.0,8.0,30,12,1.8859738386663176,0.3989177712478592,4.727725798644622,True,0.6532413399041325,1.4225364946204802,0.4634373440458374,0.16243839040733965,0.1057060281492897
8.5,4.0,8.0,30,14,2.056396587769731,0.4621260226180125,4.449861048983866,True,0.6532413399041325,1.5929592437238935,0.4634373440458374,0.1931217100392499,0.1382309598875327
8.5,4.0,8.0,30,16,2.2268193368731444,0.5329908972363278,4.177968795376583,True,0.6532413399041325,1.763381992827307,0.4634373440458374,0.22645781726728478,0.17575972727781305
8.5,4.0,8.0,35,8,1.6133244769532635,0.30669389479684683,5.2603736309192755,True,0.6532413399041325,1.0816909964136534,0.5316334805396102,0.11886686121667156,0.05566767162891588
8.5,4.0,8.0,35,10,1.783747226056677,0.3556504355627215,5.015450700163982,True,0.6532413399041325,1.2521137455170668,0.5316334805396102,0.145306141548378,0.0781849320630841
8.5,4.0,8.0,35,12,1.9541699751600903,0.41226359957675807,4.7400982700541565,True,0.6532413399041325,1.4225364946204802,0.5316334805396102,0.17439820947620902,0.1057060281492897
8.5,4.0,8.0,35,14,2.1245927242635037,0.47653338683895663,4.4584341474094975,True,0.6532413399041325,1.5929592437238935,0.5316334805396102,0.20614306500016452,0.1382309598875327
8.5,4.0,8.0,35,16,2.295015473366917,0.548459797349317,4.184473473641331,True,0.6532413399041325,1.763381992827307,0.5316334805396102,0.2405407081202446,0.17575972727781305
8.5,4.0,10.0,20,8,1.7194097082590016,0.19884371556543462,8.647040734325776,False,0.6771486219055284,1.0816909964136534,0.6377187118453482,0.13501315882382375,0.05566767162891588
8.5,4.0,10.0,20,10,1.889832457362415,0.24945157100156556,7.575949310620114,False,0.6771486219055284,1.2521137455170668,0.6377187118453482,0.16310375382578646,0.0781849320630841
8.5,4.0,10.0,20,12,2.060255206465828,0.30771604968585836,6.6953128007756,False,0.6771486219055284,1.4225364946204802,0.6377187118453482,0.19384713642387366,0.1057060281492897
8.5,4.0,10.0,20,14,2.2306779555692415,0.3736371516183131,5.970171718491146,False,0.6771486219055284,1.5929592437238935,0.6377187118453482,0.22724330661808542,0.1382309598875327
